OG	Kingdom	Description	0505-0101	R1W5
COG0188	Bacteria	Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule	1069.3689702000004	1384.573582300001
COG0187	Bacteria	Topoisomerase IV is essential for chromosome segregation. It relaxes supercoiled DNA. Performs the decatenation events required during the replication of a circular DNA molecule	993.8754906	1501.7406239999998
COG0344	Bacteria	Catalyzes the transfer of an acyl group from acyl- phosphate (acyl-PO(4)) to glycerol-3-phosphate (G3P) to form lysophosphatidic acid (LPA). This enzyme utilizes acyl-phosphate as fatty acyl donor, but not acyl-CoA or acyl-ACP	314.8836837	336.1012265
COG3763	Bacteria	UPF0154 protein	165.12762	4.2216735
COG0231	Bacteria	Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase	351.0717949	329.85106780000007
COG1929	Bacteria	Belongs to the glycerate kinase type-1 family	358.35221499999994	125.91557259999999
COG0821	Bacteria	Converts 2C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-2,4cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate	455.64232480000004	435.65759530000014
COG0648	Bacteria	Endonuclease IV plays a role in DNA repair. It cleaves phosphodiester bonds at apurinic or apyrimidinic sites (AP sites) to produce new 5'-ends that are base-free deoxyribose 5-phosphate residues. It preferentially attacks modified AP sites created by bleomycin and neocarzinostatin	383.1817458	590.5909869000001
COG0513	Bacteria	helicase superfamily c-terminal domain	752.6090475000004	1010.2908726999998
COG0173	Bacteria	Catalyzes the attachment of L-aspartate to tRNA(Asp) in a two-step reaction L-aspartate is first activated by ATP to form Asp-AMP and then transferred to the acceptor end of tRNA(Asp)	355.89304780000003	234.24158830000007
COG0124	Bacteria	histidyl-tRNA synthetase	414.3769057	480.1385958999999
COG0317	Bacteria	In eubacteria ppGpp (guanosine 3'-diphosphate 5-' diphosphate) is a mediator of the stringent response that coordinates a variety of cellular activities in response to changes in nutritional abundance	664.7074345999997	721.1085595999999
COG0503	Bacteria	Catalyzes a salvage reaction resulting in the formation of AMP, that is energically less costly than de novo synthesis	535.7463472000001	764.6536472
COG0761	Bacteria	Catalyzes the conversion of 1-hydroxy-2-methyl-2-(E)- butenyl 4-diphosphate (HMBPP) into a mixture of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP). Acts in the terminal step of the DOXP MEP pathway for isoprenoid precursor biosynthesis	264.6674475	118.27899179999999
COG2384	Bacteria	tRNA (adenine(22)-N(1))-methyltransferase	305.04338930000006	307.0979659
COG0568	Bacteria	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released. This sigma factor is the primary sigma factor during exponential growth	903.8195206	1721.9636008999996
COG1191	Bacteria	Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released	1213.7549058	1564.5854288
COG0358	Bacteria	RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication	1885.6037805999995	2991.753975999999
COG0423	Bacteria	Catalyzes the attachment of glycine to tRNA(Gly)	465.1008518	449.5462256999999
COG1381	Bacteria	Involved in DNA repair and RecF pathway recombination	406.4473307999999	349.85242470000003
COG1159	Bacteria	An essential GTPase that binds both GDP and GTP, with rapid nucleotide exchange. Plays a role in 16S rRNA processing and 30S ribosomal subunit biogenesis and possibly also in cell cycle regulation and energy metabolism	397.9387854000001	348.48860410000003
COG0319	Bacteria	Single strand-specific metallo-endoribonuclease involved in late-stage 70S ribosome quality control and in maturation of the 3' terminus of the 16S rRNA	381.5180651	338.2720811
COG3611	Bacteria	replication initiation	169.83556910000001	11.6768043
COG0205	Bacteria	Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis	995.3183890999999	1432.9455834000007
COG0469	Bacteria	Belongs to the pyruvate kinase family	449.50941109999997	607.7579249000001
COG1482	Bacteria	Phosphomannose isomerase type I	388.5262045	209.2906657
COG0441	Bacteria	Catalyzes the attachment of threonine to tRNA(Thr) in a two-step reaction L-threonine is first activated by ATP to form Thr-AMP and then transferred to the acceptor end of tRNA(Thr)	1200.2633998000008	1013.3526459000005
COG1554	Bacteria	Glycosyl hydrolase family 65, N-terminal domain	125.00306030000002	691.3438005000002
COG3637	Bacteria	Phosphate-selective porin O and P	557.2260671999999	586.8335923000003
COG0427	Bacteria	acetyl-CoA hydrolase	179.08636890000002	515.0783784
COG3408	Bacteria	Bacterial alpha-L-rhamnosidase 6 hairpin glycosidase domain	374.46046340000004	732.6342960000002
COG0702	Bacteria	SusD family	218.60811980000003	386.33777590000017
COG1629	Bacteria	TonB-dependent receptor plug domain	3206.9411308000012	3319.435685099997
COG3420	Bacteria	domain, Protein	91.70044499999999	75.220835
COG2177	Bacteria	Belongs to the ABC-4 integral membrane protein family. FtsX subfamily	239.11576100000002	410.45990039999987
331EZ	Bacteria	Protein of unknown function (DUF3098)	27.7898123	34.9192976
COG1968	Bacteria	Catalyzes the dephosphorylation of undecaprenyl diphosphate (UPP). Confers resistance to bacitracin	435.9859311000001	480.2880889000001
COG0809	Bacteria	Transfers and isomerizes the ribose moiety from AdoMet to the 7-aminomethyl group of 7-deazaguanine (preQ1-tRNA) to give epoxyqueuosine (oQ-tRNA)	389.11913510000005	451.6491169
COG0801	Bacteria	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase	108.91857180000001	134.7053972
33KMT	Bacteria	-	24.008476	24.430672299999998
COG0192	Bacteria	Catalyzes the formation of S-adenosylmethionine (AdoMet) from methionine and ATP. The overall synthetic reaction is composed of two sequential steps, AdoMet formation and the subsequent tripolyphosphate hydrolysis which occurs prior to release of AdoMet from the enzyme	503.17369160000015	572.3508696000004
COG1127	Bacteria	ABC transporter, ATP-binding protein	41.14627730000001	53.16108869999999
COG0767	Bacteria	COG0767 ABC-type transport system involved in resistance to organic solvents, permease component	35.197376000000006	39.9577639
COG3507	Bacteria	Glycosyl hydrolases family 43	589.4015045000001	1229.969524299999
COG1137	Bacteria	ABC transporter	30.724458400000003	41.435800400000005
COG1266	Bacteria	CAAX protease self-immunity	646.4567673000001	939.789085
COG0544	Bacteria	Trigger factor	787.3829202000002	1666.6639880999994
COG0740	Bacteria	Cleaves peptides in various proteins in a process that requires ATP hydrolysis. Has a chymotrypsin-like activity. Plays a major role in the degradation of misfolded proteins	499.9235637000001	750.3246954
COG1219	Bacteria	ATP-dependent specificity component of the Clp protease. It directs the protease to specific substrates. Can perform chaperone functions in the absence of ClpP	354.86843129999994	438.73646200000013
COG0514	Bacteria	ATP-dependent DNA helicase RecQ	456.0767078999998	773.6889714999996
COG0516	Bacteria	Catalyzes the conversion of inosine 5'-phosphate (IMP) to xanthosine 5'-phosphate (XMP), the first committed and rate- limiting step in the de novo synthesis of guanine nucleotides, and therefore plays an important role in the regulation of cell growth	659.5219149000001	432.2632131000001
COG0760	Bacteria	peptidylprolyl isomerase	244.57772280000006	437.9676729000001
COG1934	Bacteria	OstA-like protein	496.0682963	30.989186699999998
33AUP	Bacteria	COG NOG23401 non supervised orthologous group	24.008476	16.0494496
COG0323	Bacteria	This protein is involved in the repair of mismatches in DNA. It is required for dam-dependent methyl-directed DNA mismatch repair. May act as a molecular matchmaker , a protein that promotes the formation of a stable complex between two or more DNA-binding proteins in an ATP-dependent manner without itself being part of a final effector complex	437.1828118	538.7621934
COG5545	Bacteria	-	550.7424619	1000.7285824000002
COG0048	Bacteria	Interacts with and stabilizes bases of the 16S rRNA that are involved in tRNA selection in the A site and with the mRNA backbone. Located at the interface of the 30S and 50S subunits, it traverses the body of the 30S subunit contacting proteins on the other side and probably holding the rRNA structure together. The combined cluster of proteins S8, S12 and S17 appears to hold together the shoulder and platform of the 30S subunit	495.12686490000004	407.8911082999999
COG0049	Bacteria	One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the head domain of the 30S subunit. Is located at the subunit interface close to the decoding center, probably blocks exit of the E-site tRNA	429.6870864	312.3514968
COG0051	Bacteria	Involved in the binding of tRNA to the ribosomes	377.9339368	356.00573320000007
COG0087	Bacteria	One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit	479.66598500000003	402.9402719
COG0088	Bacteria	Forms part of the polypeptide exit tunnel	399.7946354	399.7269956
COG0089	Bacteria	One of the early assembly proteins it binds 23S rRNA. One of the proteins that surrounds the polypeptide exit tunnel on the outside of the ribosome. Forms the main docking site for trigger factor binding to the ribosome	387.6128377	375.6766635000001
COG0090	Bacteria	One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity	408.44782910000004	436.6482975
COG0185	Bacteria	Protein S19 forms a complex with S13 that binds strongly to the 16S ribosomal RNA	371.12766650000003	358.9012229
COG0091	Bacteria	The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome	383.2496587	361.9077697999999
COG0092	Bacteria	Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation	429.9725839	401.1649868
COG0197	Bacteria	Binds 23S rRNA and is also seen to make contacts with the A and possibly P site tRNAs	391.9045337	406.3213523
COG0255	Bacteria	Belongs to the universal ribosomal protein uL29 family	365.3540986	400.7663882
COG0186	Bacteria	One of the primary rRNA binding proteins, it binds specifically to the 5'-end of 16S ribosomal RNA	369.7753532	374.461927
COG0093	Bacteria	Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome	365.3296716	409.1994139
COG0198	Bacteria	One of the proteins that surrounds the polypeptide exit tunnel on the outside of the subunit	368.0127068	397.747958
COG0094	Bacteria	This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits	384.4589472	429.26766889999993
COG0199	Bacteria	Binds 16S rRNA, required for the assembly of 30S particles and may also be responsible for determining the conformation of the 16S rRNA at the A site	165.22259929999998	365.85329229999996
COG0096	Bacteria	One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit	375.0501543	380.2268728
COG0097	Bacteria	This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center	403.34510800000004	412.4057579
COG0256	Bacteria	This is one of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance	420.2928408	363.31514880000003
COG0098	Bacteria	Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body	412.446321	378.1996988
COG1841	Bacteria	50S ribosomal protein L30	183.70114539999997	326.67737999999997
COG0200	Bacteria	binds to the 23S rRNA	389.90679700000004	391.74054490000003
COG0201	Bacteria	The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently	430.20413210000004	533.8703708999998
COG0024	Bacteria	Methionine aminopeptidase	531.2380286000001	511.55175440000005
COG0361	Bacteria	One of the essential components for the initiation of protein synthesis. Stabilizes the binding of IF-2 and IF-3 on the 30S subunit to which N-formylmethionyl-tRNA(fMet) subsequently binds. Helps modulate mRNA selection, yielding the 30S pre- initiation complex (PIC). Upon addition of the 50S ribosomal subunit IF-1, IF-2 and IF-3 are released leaving the mature 70S translation initation complex	457.0919799	636.2172314000002
COG0257	Bacteria	Belongs to the bacterial ribosomal protein bL36 family	160.9879497	321.1716870000001
