KEGG_ko	Description	Symbol	0505-0101	R1W5
K07478	putative ATPase	ycaJ	469.7641696	419.6592762000002
K07560	D-aminoacyl-tRNA deacylase [EC:3.1.1.96]	dtd, DTD	401.65000840000005	325.4358222000001
K00566	tRNA-uridine 2-sulfurtransferase [EC:2.8.1.13]	mnmA, trmU	533.6064389000001	966.3670867999997
K01181	endo-1,4-beta-xylanase [EC:3.2.1.8]	E3.2.1.8, xynA	1032.1171456999998	402.38665119999996
K02027	multiple sugar transport system substrate-binding protein	ABC.MS.S	2506.239618000002	1430.6353182999994
K17315	glucose/mannose transport system substrate-binding protein	gtsA, glcE	900.73011	0
K17318	putative aldouronate transport system substrate-binding protein	lplA	1027.6771195000001	565.1048125
K08884	serine/threonine protein kinase, bacterial [EC:2.7.11.1]	K08884	474.5479384	161.60454129999997
K14441	ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]	rimO	367.7804085	449.7957406
K18889	ATP-binding cassette, subfamily B, multidrug efflux pump	mdlA, smdA	511.99838889999995	390.82563619999996
K18890	ATP-binding cassette, subfamily B, multidrug efflux pump	mdlB, smdB	225.09835310000003	285.32515320000005
K02355	elongation factor G	fusA, GFM, EFG	954.4875108000001	1021.2395306000004
K00763	nicotinate phosphoribosyltransferase [EC:6.3.4.21]	pncB, NAPRT1	402.1278132	364.90967639999997
K03705	heat-inducible transcriptional repressor	hrcA	375.572198	424.14445010000003
K03687	molecular chaperone GrpE	GRPE	364.3550026	399.6553097
K04043	molecular chaperone DnaK	dnaK, HSPA9	690.9544491000003	806.4581330999998
K03686	molecular chaperone DnaJ	dnaJ	605.3670156999998	939.5638957
K00604	methionyl-tRNA formyltransferase [EC:2.1.2.9]	MTFMT, fmt	432.87049570000005	400.6940539
K03768	peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	PPIB, ppiB	568.0797984	627.8477327
K02340	DNA polymerase III subunit delta [EC:2.7.7.7]	holA	402.12676690000006	425.62102930000003
K02040	phosphate transport system substrate-binding protein	pstS	504.7570172	750.2837626999999
K02037	phosphate transport system permease protein	pstC	431.4565767	571.0333056
K02038	phosphate transport system permease protein	pstA	469.1637919000001	552.4198387
K02036	phosphate transport system ATP-binding protein [EC:7.3.2.1]	pstB	404.7091841000001	526.2276544
K02039	phosphate transport system protein	phoU	389.5841394	470.7030685
K07658	two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP	phoB1, phoP	351.7698524	414.8543598999999
K07652	two-component system, OmpR family, sensor histidine kinase VicK [EC:2.7.13.3]	vicK	191.6040419	68.5855039
K03976	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase [EC:3.1.1.-]	ybaK, ebsC	393.3076507000001	382.6002785999999
K12574	ribonuclease J [EC:3.1.-.-]	rnj	646.1054068000001	579.3240705
K01619	deoxyribose-phosphate aldolase [EC:4.1.2.4]	deoC, DERA	400.95613190000006	394.09406290000004
K02968	small subunit ribosomal protein S20	RP-S20, rpsT	384.5696400999999	375.34565039999995
K02074	zinc/manganese transport system ATP-binding protein	ABC.ZM.A	214.776871	9.2960005
K09817	zinc transport system ATP-binding protein [EC:7.2.2.20]	znuC	370.89827240000005	140.6001204
K02003	putative ABC transport system ATP-binding protein	ABC.CD.A	3195.736546799999	2862.577842099999
K02004	putative ABC transport system permease protein	ABC.CD.P	4168.619912000002	4144.380135999995
K17686	P-type Cu+ transporter [EC:7.2.2.8]	copA, ctpA, ATP7	556.7074462000003	603.3899813999998
K21600	CsoR family transcriptional regulator, copper-sensing transcriptional repressor	csoR, ricR	349.3534339	281.6824098
K06131	cardiolipin synthase A/B [EC:2.7.8.-]	clsA_B	565.5090643999997	815.7301195000001
K06881	bifunctional oligoribonuclease and PAP phosphatase NrnA [EC:3.1.3.7 3.1.13.3]	nrnA	766.9594549	415.7294425999999
K12952	cation-transporting P-type ATPase E [EC:7.2.2.-]	ctpE	439.35815350000007	108.50032799999998
K00046	gluconate 5-dehydrogenase [EC:1.1.1.69]	idnO	547.2895257999999	770.2026364
K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	fabG, OAR1	796.0536834000006	897.2490458999998
K10112	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]	msmX, msmK, malK, sugC, ggtA, msiK	933.3208725000001	502.7540628999998
K01176	alpha-amylase [EC:3.2.1.1]	AMY, amyA, malS	644.0881979000002	326.6974732
K15772	arabinogalactan oligomer / maltooligosaccharide transport system permease protein	ganQ, mdxG	192.15781580000004	78.3443635
K15771	arabinogalactan oligomer / maltooligosaccharide transport system permease protein	ganP, mdxF	403.18952719999993	78.7127746
K15770	arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein	cycB, ganO, mdxE	197.59960720000004	125.72355399999998
K01208	cyclomaltodextrinase / maltogenic alpha-amylase / neopullulanase [EC:3.2.1.54 3.2.1.133 3.2.1.135]	cd, ma, nplT	487.67947310000005	720.0433836999998
K01200	pullulanase [EC:3.2.1.41]	pulA	412.66637689999993	338.0259074
K01207	beta-N-acetylhexosaminidase [EC:3.2.1.52]	nagZ	309.39591920000004	200.3225506
K05349	beta-glucosidase [EC:3.2.1.21]	bglX	3138.6970898000013	1650.0976630999985
K03744	LemA protein	lemA	256.3688382	89.75047939999997
K03499	trk/ktr system potassium uptake protein	trkA, ktrA, ktrC	909.4560944000003	1418.1006035999994
K04068	anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]	nrdG	603.0815750000002	521.1183215
K21636	ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]	nrdD	832.4376261000002	844.4236010000001
K00891	shikimate kinase [EC:2.7.1.71]	aroK, aroL	348.4588692	218.2790211
K07316	adenine-specific DNA-methyltransferase [EC:2.1.1.72]	mod	604.1685185	113.65830489999999
K01218	mannan endo-1,4-beta-mannosidase [EC:3.2.1.78]	gmuG	200.468489	83.66076199999999
K02042	phosphonate transport system permease protein	phnE	360.20670069999994	20.3324714
K02041	phosphonate transport system ATP-binding protein [EC:7.3.2.2]	phnC	182.43731910000002	15.016113500000001
K02044	phosphonate transport system substrate-binding protein	phnD	173.08786300000003	30.3703501
K16052	MscS family membrane protein	ynaI, mscMJ	241.96013870000002	229.4446372
K18707	threonylcarbamoyladenosine tRNA methylthiotransferase MtaB [EC:2.8.4.5]	mtaB	361.78524439999995	363.77633729999997
K07464	CRISPR-associated exonuclease Cas4 [EC:3.1.12.1]	cas4	436.9546080000001	366.57657580000006
K10844	DNA excision repair protein ERCC-2 [EC:5.6.2.3]	ERCC2, XPD	335.0358334000002	322.4588555
K03596	GTP-binding protein LepA	lepA	493.60943110000005	532.0488380999999
K01866	tyrosyl-tRNA synthetase [EC:6.1.1.1]	YARS, tyrS	429.3866456	360.5974068000001
K03694	ATP-dependent Clp protease ATP-binding subunit ClpA	clpA	167.12431560000002	47.9396328
K03695	ATP-dependent Clp protease ATP-binding subunit ClpB	clpB	645.2815669999999	890.5078837000003
K02986	small subunit ribosomal protein S4	RP-S4, rpsD	355.40889710000005	410.0827881999999
K06183	16S rRNA pseudouridine516 synthase [EC:5.4.99.19]	rsuA	405.93541839999995	563.8443768000001
K03574	8-oxo-dGTP diphosphatase [EC:3.6.1.55]	mutT, NUDT15, MTH2	1095.5744040999998	611.0615287
K01869	leucyl-tRNA synthetase [EC:6.1.1.4]	LARS, leuS	551.2817952	585.8598489999998
K06959	protein Tex	tex	358.53721619999993	264.7520053999999
K03625	transcription antitermination protein NusB	nusB	340.5363001	336.0798501
K03601	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	xseA	418.93591780000014	393.2212504
K03602	exodeoxyribonuclease VII small subunit [EC:3.1.11.6]	xseB	368.2917846000001	304.2417872000001
K03631	DNA repair protein RecN (Recombination protein N)	recN	445.00902089999994	400.5284908000001
K02346	DNA polymerase IV [EC:2.7.7.7]	dinB	349.62090620000004	295.2374304
K04763	integrase/recombinase XerD	xerD	749.8499903999997	623.5175710999999
K01243	adenosylhomocysteine nucleosidase [EC:3.2.2.9]	mtnN, mtn, pfs	346.942136	442.4390774000001
K09710	ribosome-associated protein	ybeB	332.9995830000001	367.4668048000001
K00969	nicotinate-nucleotide adenylyltransferase [EC:2.7.7.18]	nadD	460.8661623000001	620.5080140999996
K06948	30S ribosome assembly GTPase	yqeH	165.12762	7.9979298000000005
K07015	putative phosphatase [EC:3.1.3.-]	yqeG	317.6243454	283.38276310000003
K02621	topoisomerase IV subunit A [EC:5.6.2.2]	parC	248.55914159999998	87.97443299999999
K02622	topoisomerase IV subunit B [EC:5.6.2.2]	parE	228.25898720000004	108.11271799999999
K08591	acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]	plsY	314.8836837	332.6544905
K09976	uncharacterized protein	K09976	165.12762	4.2216735
K02356	elongation factor P	efp	351.0717949	329.85106780000007
K00865	glycerate 2-kinase [EC:2.7.1.165]	glxK, garK	354.74216449999994	125.91557259999999
K03526	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3]	gcpE, ispG	455.64232480000004	435.65759530000014
K01151	deoxyribonuclease IV [EC:3.1.21.2]	nfo	383.1817458	594.0567133000001
K18692	ATP-dependent RNA helicase CshB [EC:3.6.4.13]	cshB	165.12762	0
K01876	aspartyl-tRNA synthetase [EC:6.1.1.12]	DARS2, aspS	507.7915174000001	681.1081461999995
K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	HARS, hisS	414.3769057	480.1385958999999
K00951	GTP pyrophosphokinase [EC:2.7.6.5]	relA	551.7342889999999	634.9343523999999
K00759	adenine phosphoribosyltransferase [EC:2.4.2.7]	APRT, apt	325.1854861000001	329.5714829000001
K03527	4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]	ispH, lytB	535.8023430999999	659.5449538
K06967	tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]	trmK	303.39109290000005	307.0979659
K03086	RNA polymerase primary sigma factor	rpoD	848.2951901	1682.6301077999995
K02405	RNA polymerase sigma factor FliA	fliA, whiG	182.5334027	13.7412856
K02316	DNA primase [EC:2.7.7.101]	dnaG	656.5343279999998	768.3736845999999
K01880	glycyl-tRNA synthetase [EC:6.1.1.14]	GARS, glyS1	465.1008518	449.5462256999999
K03595	GTPase	era, ERAL1	397.9387854000001	348.48860410000003
K07042	probable rRNA maturation factor	ybeY, yqfG	336.52604660000003	294.11943899999994
K03346	replication initiation and membrane attachment protein	dnaB	166.9358635	4.6681213
K00850	6-phosphofructokinase 1 [EC:2.7.1.11]	pfkA, PFK	359.76266189999996	429.19918650000017
K00873	pyruvate kinase [EC:2.7.1.40]	PK, pyk	449.50941109999997	607.7579249000001
K00845	glucokinase [EC:2.7.1.2]	glk	846.3046718000006	834.5700301000002
K01868	threonyl-tRNA synthetase [EC:6.1.1.3]	TARS, thrS	599.5661786000001	565.7209633000001
K15923	alpha-L-fucosidase 2 [EC:3.2.1.51]	AXY8, FUC95A, afcA	97.67353650000001	488.1062096
K01067	acetyl-CoA hydrolase [EC:3.1.2.1]	E3.1.2.1, ACH1	25.8372677	52.5230639
K18118	succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]	aarC, cat1	27.879573200000003	87.39472900000001
K06168	tRNA-2-methylthio-N6-dimethylallyladenosine synthase [EC:2.8.4.3]	miaB	440.2571604000001	350.48508720000007
K21572	starch-binding outer membrane protein, SusD/RagB family	susD	1476.286830899999	2748.9259816999975
K12287	MSHA biogenesis protein MshQ	mshQ	60.504107100000006	26.4373957
K20276	large repetitive protein	bapA	239.41166250000003	658.3305599
K09811	cell division transport system permease protein	ftsX	239.11576100000002	410.45990039999987
K06153	undecaprenyl-diphosphatase [EC:3.6.1.27]	bacA	439.32373850000005	480.2880889000001
K07568	S-adenosylmethionine:tRNA ribosyltransferase-isomerase [EC:2.4.99.17]	queA	389.11913510000005	451.6491169
K00950	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3]	folK	108.91857180000001	138.01607779999998
K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	metK, MAT	312.66556340000005	572.3508696000004
K02065	phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein	mlaF, linL, mkl	42.74284150000001	55.843516699999995
K02066	phospholipid/cholesterol/gamma-HCH transport system permease protein	mlaE, linK	35.197376000000006	39.9577639
K06861	lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]	lptB	30.724458400000003	38.2801348
K07052	CAAX protease family protein	K07052	421.7945672	815.6552701
K03545	trigger factor	tig	736.1120633000002	1528.9688080999997
K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	clpP, CLPP	458.00398280000013	693.6122651000001
K03544	ATP-dependent Clp protease ATP-binding subunit ClpX	clpX, CLPX	354.86843129999994	438.73646200000013
K03654	ATP-dependent DNA helicase RecQ [EC:5.6.2.4]	recQ	476.9925350999999	747.6246994999996
K00088	IMP dehydrogenase [EC:1.1.1.205]	IMPDH, guaB	658.1807358	419.53094630000015
K03771	peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]	surA	89.45717309999999	177.9836032
K03572	DNA mismatch repair protein MutL	mutL	396.75127019999996	425.68222529999997
K02950	small subunit ribosomal protein S12	RP-S12, MRPS12, rpsL	495.12686490000004	407.8911082999999
K02992	small subunit ribosomal protein S7	RP-S7, MRPS7, rpsG	429.6870864	312.3514968
K02946	small subunit ribosomal protein S10	RP-S10, MRPS10, rpsJ	377.9339368	356.00573320000007
K02906	large subunit ribosomal protein L3	RP-L3, MRPL3, rplC	479.66598500000003	402.9402719
K02926	large subunit ribosomal protein L4	RP-L4, MRPL4, rplD	399.7946354	399.7269956
K02892	large subunit ribosomal protein L23	RP-L23, MRPL23, rplW	390.2861547	375.6766635000001
K02886	large subunit ribosomal protein L2	RP-L2, MRPL2, rplB	408.44782910000004	436.6482975
K02965	small subunit ribosomal protein S19	RP-S19, rpsS	371.12766650000003	358.9012229
K02890	large subunit ribosomal protein L22	RP-L22, MRPL22, rplV	383.2496587	361.9077697999999
K02982	small subunit ribosomal protein S3	RP-S3, rpsC	429.9725839	401.1649868
K02878	large subunit ribosomal protein L16	RP-L16, MRPL16, rplP	391.9045337	406.3213523
K02904	large subunit ribosomal protein L29	RP-L29, rpmC	365.3540986	400.7663882
K02961	small subunit ribosomal protein S17	RP-S17, MRPS17, rpsQ	369.7753532	374.461927
K02874	large subunit ribosomal protein L14	RP-L14, MRPL14, rplN	366.9487226	409.1994139
K02895	large subunit ribosomal protein L24	RP-L24, MRPL24, rplX	369.6317578	397.747958
K02931	large subunit ribosomal protein L5	RP-L5, MRPL5, rplE	384.4589472	429.26766889999993
K02954	small subunit ribosomal protein S14	RP-S14, MRPS14, rpsN	165.22259929999998	365.85329229999996
K02994	small subunit ribosomal protein S8	RP-S8, rpsH	376.9614807	380.2268728
K02933	large subunit ribosomal protein L6	RP-L6, MRPL6, rplF	403.34510800000004	412.4057579
K02881	large subunit ribosomal protein L18	RP-L18, MRPL18, rplR	420.2928408	363.31514880000003
K02988	small subunit ribosomal protein S5	RP-S5, MRPS5, rpsE	412.446321	378.1996988
K02907	large subunit ribosomal protein L30	RP-L30, MRPL30, rpmD	183.70114539999997	322.52993399999997
K02876	large subunit ribosomal protein L15	RP-L15, MRPL15, rplO	392.16077	391.74054490000003
K03076	preprotein translocase subunit SecY	secY	430.20413210000004	533.8703708999998
K01265	methionyl aminopeptidase [EC:3.4.11.18]	map	531.2380286000001	511.55175440000005
K02518	translation initiation factor IF-1	infA	457.0919799	636.2172314000002
K02919	large subunit ribosomal protein L36	RP-L36, MRPL36, rpmJ	160.9879497	321.1716870000001
K02952	small subunit ribosomal protein S13	RP-S13, rpsM	373.5928050999999	395.6314052
K02948	small subunit ribosomal protein S11	RP-S11, MRPS11, rpsK	416.26394239999996	378.74025829999994
K03040	DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	rpoA	538.3878460999999	483.25467919999994
K02879	large subunit ribosomal protein L17	RP-L17, MRPL17, rplQ	388.95266520000007	403.9847879999999
K01689	enolase [EC:4.2.1.11]	ENO, eno	485.93043910000006	466.13198209999985
K02477	two-component system, LytTR family, response regulator	K02477	1068.1900013000002	338.1398069999999
K02884	large subunit ribosomal protein L19	RP-L19, MRPL19, rplS	393.5288105	290.74467540000006
K04720	threonine-phosphate decarboxylase [EC:4.1.1.81]	cobD	310.3263981	404.1168009999999
K03088	RNA polymerase sigma-70 factor, ECF subfamily	rpoE	1959.666084	3126.789540200001
K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	plsC	581.0746414999996	749.9616907000002
K01130	arylsulfatase [EC:3.1.6.1]	E3.1.6.1	148.525844	119.56114320000003
K01113	alkaline phosphatase D [EC:3.1.3.1]	phoD	24.008476	15.7856778
K18910	D-psicose/D-tagatose/L-ribulose 3-epimerase [EC:5.1.3.30 5.1.3.31]	dpe, lre	41.0408125	19.877909199999998
K01847	methylmalonyl-CoA mutase [EC:5.4.99.2]	MUT	90.4560069	209.2257428
K09680	type II pantothenate kinase [EC:2.7.1.33]	PANK1_2_3, CAB1, coaW	31.6427319	27.3353727
K04066	primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:5.6.2.4]	priA	432.4907200000001	513.76736
K01104	protein-tyrosine phosphatase [EC:3.1.3.48]	E3.1.3.48	717.5808773	1185.4770834000003
K07037	cyclic-di-AMP phosphodiesterase PgpH [EC:3.1.4.-]	pgpH	30.5445561	86.44320760000001
K01885	glutamyl-tRNA synthetase [EC:6.1.1.17]	EARS, gltX	614.2941219999999	898.1519808999998
K02527	3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]	kdtA, waaA	45.0351501	92.8526322
K01372	bleomycin hydrolase [EC:3.4.22.40]	BLMH, pepC	646.3208495	198.6588071
K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9]	pepP	519.9037678999998	742.4926254
K08963	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	mtnA	50.7257077	56.07156090000001
K02970	small subunit ribosomal protein S21	RP-S21, MRPS21, rpsU	72.9485733	287.660533
K03733	integrase/recombinase XerC	xerC	467.7939898000001	412.8182421
K05808	putative sigma-54 modulation protein	yhbH	300.7235867	146.0105116
K02358	elongation factor Tu	tuf, TUFM	554.788092	434.54550559999996
K03073	preprotein translocase subunit SecE	secE	425.39535879999994	274.61898569999994
K02601	transcription termination/antitermination protein NusG	nusG	469.66162169999996	357.1084184
K02867	large subunit ribosomal protein L11	RP-L11, MRPL11, rplK	399.8686796	325.614503
K02863	large subunit ribosomal protein L1	RP-L1, MRPL1, rplA	480.4983343	357.9382554999999
K02864	large subunit ribosomal protein L10	RP-L10, MRPL10, rplJ	390.11659559999987	351.09049020000003
K02935	large subunit ribosomal protein L7/L12	RP-L7, MRPL12, rplL	399.90851809999987	350.2754716999999
K03043	DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	rpoB	653.5730466000001	775.5452136999993
K03046	DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	rpoC	824.6030823999998	687.9078933999997
K09065	N-acetylornithine carbamoyltransferase [EC:2.1.3.9]	argF	29.576564500000003	47.5994889
K13043	N-succinyl-L-ornithine transcarbamylase [EC:2.1.3.11]	argF	29.576564500000003	44.3402697
K00147	glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	proA	217.06580880000004	410.3981622999999
K00931	glutamate 5-kinase [EC:2.7.2.11]	proB	227.44078260000003	435.87710699999985
K01895	acetyl-CoA synthetase [EC:6.2.1.1]	ACSS1_2, acs	46.0530152	65.4466623
K08295	2-aminobenzoate-CoA ligase [EC:6.2.1.32]	abmG	42.2229529	50.3329261
K09702	uncharacterized protein	K09702	26.0823633	14.9218197
K00294	1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88]	E1.2.1.88	35.1555939	53.64709950000001
K13821	RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]	putA	40.499690900000004	55.21425550000001
K00318	proline dehydrogenase [EC:1.5.5.2]	PRODH, fadM, putB	38.479091600000004	0
K00286	pyrroline-5-carboxylate reductase [EC:1.5.1.2]	proC	213.02743440000006	402.4333443
K01278	dipeptidyl-peptidase 4 [EC:3.4.14.5]	DPP4, CD26	194.050167	185.54490299999998
K01802	peptidylprolyl isomerase [EC:5.2.1.8]	E5.2.1.8	297.81571329999997	232.21122569999994
K01537	P-type Ca2+ transporter type 2C [EC:7.2.2.10]	ATP2C	573.8937483999998	468.30309530000005
K07139	uncharacterized protein	K07139	99.04842060000001	131.20495330000003
K03644	lipoyl synthase [EC:2.8.1.8]	lipA, LIAS, LIP1, LIP5	27.9723596	43.2454632
K07095	uncharacterized protein	K07095	505.91883769999987	712.480713
K00937	polyphosphate kinase [EC:2.7.4.1]	ppk1	448.9970376	517.2908251999999
K07056	16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]	rsmI	528.3070351	541.945678
K13018	UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase [EC:2.3.1.201]	wbpD, wlbB	32.3742708	15.681186
K06177	tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]	rluA	127.0323391	119.66529539999998
K03827	putative acetyltransferase [EC:2.3.1.-]	yjaB	96.34812280000001	94.21100080000001
K07071	uncharacterized protein	K07071	32.821728900000004	28.936108599999997
K18369	alcohol dehydrogenase [EC:1.1.1.-]	adh2	94.63674099999999	245.05266329999998
K03169	DNA topoisomerase III [EC:5.6.2.1]	topB	1144.4260406999997	1937.2693587999995
K07133	uncharacterized protein	K07133	932.7551876999999	637.0820841000002
K06926	uncharacterized protein	K06926	72.39518290000001	89.86439510000001
K06915	DNA double-strand break repair helicase HerA and related ATPase	herA	64.2117433	52.601294499999995
K03832	periplasmic protein TonB	tonB	77.78160890000001	153.9387851
K07154	serine/threonine-protein kinase HipA [EC:2.7.11.1]	hipA	197.3392117	157.55709819999996
K00928	aspartate kinase [EC:2.7.2.4]	lysC	447.1760242	663.1649223999993
K07646	two-component system, OmpR family, sensor histidine kinase KdpD [EC:2.7.13.3]	kdpD	474.27053589999986	789.6961419000002
K01548	potassium-transporting ATPase KdpC subunit	kdpC	91.41790789999999	99.7264921
K01547	potassium-transporting ATPase ATP-binding subunit [EC:7.2.2.6]	kdpB	106.501209	187.2131939
K01546	potassium-transporting ATPase potassium-binding subunit	kdpA	103.3650861	204.44921900000003
K01338	ATP-dependent Lon protease [EC:3.4.21.53]	lon	508.3115034	572.2132625000003
K16055	trehalose 6-phosphate synthase/phosphatase [EC:2.4.1.15 3.1.3.12]	TPS	48.452176	40.9859593
K01178	glucoamylase [EC:3.2.1.3]	SGA1	24.226088	40.8378999
K03316	monovalent cation:H+ antiporter, CPA1 family	TC.CPA1	68.446773	19.2695955
K18234	virginiamycin A acetyltransferase [EC:2.3.1.-]	vat	48.10074830000001	44.165161600000005
K01915	glutamine synthetase [EC:6.3.1.2]	glnA, GLUL	676.2911035999998	1328.0051463999998
K01126	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	E3.1.4.46, glpQ, ugpQ	636.4730902999995	908.4932250000002
K09457	7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	queF	42.777452399999994	59.24989579999999
K06920	7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	queC	35.929897	67.674089
K06996	uncharacterized protein	K06996	24.226088	0
K07322	regulator of cell morphogenesis and NO signaling	ytfE, scdA	50.4394407	82.71690109999999
K02014	iron complex outermembrane recepter protein	TC.FEV.OM	243.95148579999997	539.0774449
